Respondent_ID,Age_Group,Education_Level,Employment_Sector,Gender,Tech_Familiarity,Perceived_AI_Risk,Perceived_AI_Benefit,Ethical_Concern_Level,Privacy_Worry,Trust_Healthcare_AI,Trust_Workplace_AI,Trust_Financial_AI,Trust_Score_1_to_10,High_AI_Trust,Survey_Weight
RESP_1249,60+,Bachelor's,Education,Female,Intermediate,2,5,4,2,-9,2,5,7.0,1,1.4333
RESP_1250,30-44,Bachelor's,Healthcare,Female,Novice,3,3,4,1,10,6,2,6.1,1,1.2449
RESP_1251,30-44,Bachelor's,Healthcare,Female,Advanced,4,4,2,3,4,5,4,4.8,0,1.4757
RESP_1252,60+,Master's,Healthcare,Male,Novice,5,3,3,5,5,4,3,5.0,0,0.6454
RESP_1253,30-44,Bachelor's,Tech/Engineering,Male,Novice,2,3,1,5,3,8,2,2.8,0,0.6335
RESP_1254,18-29,High School,Public Sector,Male,Intermediate,4,5,2,3,4,8,6,2.9,0,1.4045
RESP_1255,30-44,PhD,Education,Female,Intermediate,3,3,4,3,6,5,4,5.9,0,1.408
RESP_1256,60+,Bachelor's,Public Sector,Female,Intermediate,2,2,2,2,9,7,7,4.5,0,0.6964
RESP_1257,45-59,Bachelor's,Public Sector,Male,Novice,2,3,2,4,6,1,1,3.1,0,0.9217
RESP_1258,30-44,Bachelor's,Healthcare,Female,Intermediate,4,2,5,1,5,7,5,2.7,0,1.3519
RESP_1259,18-29,Bachelor's,Finance,Male,Intermediate,2,5,2,1,8,3,4,7.4,1,0.7157
RESP_1260,45-59,Bachelor's,Education,Male,Advanced,5,4,2,5,5,-9,2,3.8,0,0.8407
RESP_1261,60+,Bachelor's,Public Sector,Male,Advanced,5,2,3,5,6,1,5,4.6,0,1.2129
RESP_1262,18-29,High School,Healthcare,Female,Intermediate,4,4,2,2,4,1,2,5.6,0,1.4837
RESP_1263,30-44,Bachelor's,Finance,Female,Intermediate,3,4,1,3,-9,7,6,6.9,1,1.3174
RESP_1264,60+,PhD,Finance,Female,Intermediate,4,2,4,1,8,6,7,3.5,0,1.2996
RESP_1265,45-59,High School,Healthcare,Female,Novice,5,5,3,2,6,3,6,2.6,0,0.9084
RESP_1266,45-59,PhD,Tech/Engineering,Female,Intermediate,1,1,2,5,5,7,6,5.7,0,1.1952
RESP_1267,45-59,Bachelor's,Finance,Male,Intermediate,1,4,1,5,6,4,7,6.5,1,0.7018
RESP_1268,30-44,Master's,Finance,Male,Advanced,2,4,4,1,6,6,5,7.4,1,1.493
RESP_1269,30-44,Master's,Healthcare,Female,Novice,2,5,3,5,-9,4,4,7.7,1,1.0325
RESP_1270,45-59,Bachelor's,Finance,Female,Intermediate,1,5,1,5,-9,5,4,8.3,1,1.1749
RESP_1271,45-59,Master's,Healthcare,Female,Intermediate,5,3,2,4,6,3,4,2.9,0,1.3886
RESP_1272,60+,Master's,Finance,Female,Intermediate,2,5,5,3,10,3,3,6.2,1,0.6009
RESP_1273,60+,Bachelor's,Tech/Engineering,Male,Novice,4,4,5,5,-9,6,7,2.4,0,1.4784
RESP_1274,30-44,Bachelor's,Public Sector,Female,Advanced,4,-9,3,4,1,7,6,3.8,0,0.9232
RESP_1275,30-44,Bachelor's,Healthcare,Female,Intermediate,5,1,1,2,3,4,2,2.6,0,0.9056
RESP_1276,45-59,Master's,Healthcare,Female,Intermediate,2,3,4,5,2,2,4,6.2,1,0.7306
RESP_1277,45-59,Master's,Tech/Engineering,Male,Novice,4,2,1,2,3,10,3,4.1,0,1.3724
RESP_1278,45-59,Master's,Tech/Engineering,Male,Intermediate,2,-9,5,5,3,5,6,4.0,0,1.3838
RESP_1279,45-59,Bachelor's,Education,Female,Intermediate,2,1,3,1,7,6,8,4.0,0,0.618
RESP_1280,60+,Master's,Healthcare,Male,Novice,4,1,2,4,5,2,6,2.5,0,0.6502
RESP_1281,30-44,High School,Public Sector,Male,Novice,1,2,1,4,-9,8,4,5.3,0,1.4265
RESP_1282,30-44,Bachelor's,Tech/Engineering,Male,Advanced,4,3,5,1,6,8,5,4.4,0,0.7106
RESP_1283,18-29,High School,Healthcare,Female,Novice,5,-9,4,3,6,1,2,1.3,0,1.1588
RESP_1284,30-44,Bachelor's,Healthcare,Male,Novice,3,1,3,4,10,5,3,4.0,0,1.1577
RESP_1285,18-29,Bachelor's,Tech/Engineering,Male,Intermediate,4,2,2,2,6,5,7,2.9,0,1.3828
RESP_1286,30-44,Bachelor's,Tech/Engineering,Male,Intermediate,2,1,1,4,6,10,8,3.9,0,1.1154
RESP_1287,30-44,Bachelor's,Education,Male,Novice,2,5,4,3,4,8,4,6.7,1,0.9906
RESP_1288,30-44,Bachelor's,Education,Male,Intermediate,4,3,2,2,4,2,5,1.9,0,1.4769
RESP_1289,30-44,Bachelor's,Education,Female,Novice,3,4,5,2,8,3,7,4.6,0,0.8059
RESP_1290,18-29,Bachelor's,Education,Male,Novice,4,1,5,1,7,3,2,1.0,0,0.8364
RESP_1291,18-29,Bachelor's,Education,Male,Novice,3,5,4,5,9,6,3,5.3,0,0.6763
RESP_1292,45-59,Bachelor's,Tech/Engineering,Male,Advanced,3,3,5,1,7,8,9,5.2,0,1.4778
RESP_1293,30-44,High School,Education,Female,Novice,5,2,3,5,5,5,3,1.0,0,1.2357
RESP_1294,18-29,Bachelor's,Other,Male,Novice,2,3,4,1,7,6,5,5.3,0,0.6109
RESP_1295,30-44,Bachelor's,Education,Male,Intermediate,2,2,5,5,6,4,4,4.6,0,1.2339
RESP_1296,45-59,Bachelor's,Finance,Female,Advanced,3,2,1,4,8,6,1,3.5,0,0.9637
RESP_1297,18-29,Bachelor's,Healthcare,Male,Novice,2,1,5,2,9,4,5,1.6,0,1.4708
RESP_1298,45-59,Bachelor's,Public Sector,Male,Intermediate,1,1,3,5,6,1,5,5.4,0,0.8496
RESP_1299,18-29,Master's,Public Sector,Male,Novice,3,3,2,4,10,6,6,4.5,0,1.2393
RESP_1300,18-29,Bachelor's,Education,Female,Intermediate,2,5,2,3,8,5,5,5.2,0,1.1647
RESP_1301,30-44,Bachelor's,Other,Female,Intermediate,1,3,5,1,6,3,4,5.5,0,0.6108
RESP_1302,30-44,High School,Tech/Engineering,Male,Intermediate,5,4,2,3,7,9,4,3.3,0,1.3967
RESP_1303,45-59,Bachelor's,Tech/Engineering,Female,Intermediate,2,2,5,4,7,3,4,3.0,0,0.7257
RESP_1304,45-59,Bachelor's,Public Sector,Male,Intermediate,1,2,3,3,6,6,3,4.4,0,1.1972
RESP_1305,60+,Bachelor's,Public Sector,Male,Novice,4,1,2,3,10,4,4,2.6,0,1.298
RESP_1306,30-44,Bachelor's,Tech/Engineering,Male,Intermediate,4,5,1,4,7,8,3,8.5,1,1.1678
RESP_1307,30-44,Bachelor's,Healthcare,Female,Novice,1,1,5,2,4,4,7,4.0,0,0.6874
RESP_1308,45-59,Bachelor's,Tech/Engineering,Male,Intermediate,3,4,2,5,4,-9,6,3.8,0,1.4777
RESP_1309,30-44,Master's,Healthcare,Female,Advanced,3,-9,3,1,4,7,5,6.0,1,0.8131
RESP_1310,30-44,Master's,Public Sector,Female,Advanced,2,3,3,5,-9,8,9,7.1,1,1.1651
RESP_1311,18-29,Master's,Education,Female,Advanced,4,5,1,1,-9,4,3,8.1,1,1.3175
RESP_1312,18-29,PhD,Healthcare,Female,Intermediate,3,1,3,5,7,6,8,5.5,0,1.4453
RESP_1313,60+,High School,Healthcare,Non-Binary/Other,Intermediate,3,1,3,3,8,5,5,4.1,0,1.1436
RESP_1314,45-59,High School,Tech/Engineering,Non-Binary/Other,Novice,4,4,2,2,10,4,6,3.4,0,0.8331
RESP_1315,45-59,High School,Healthcare,Female,Intermediate,5,3,5,3,5,7,7,2.7,0,1.353
RESP_1316,30-44,Bachelor's,Finance,Male,Intermediate,3,1,4,2,3,3,4,1.0,0,0.7469
RESP_1317,18-29,Master's,Other,Female,Intermediate,1,5,3,4,10,5,3,7.1,1,0.6201
RESP_1318,18-29,Bachelor's,Public Sector,Male,Intermediate,2,3,3,1,3,6,3,3.7,0,1.4173
RESP_1319,30-44,PhD,Tech/Engineering,Male,Novice,3,4,4,1,3,5,1,5.1,0,1.1179
RESP_1320,30-44,High School,Public Sector,Male,Intermediate,3,5,3,4,10,3,7,4.3,0,0.6627
RESP_1321,45-59,PhD,Public Sector,Female,Advanced,5,2,2,5,8,10,7,3.6,0,1.1218
RESP_1322,45-59,Bachelor's,Public Sector,Male,Novice,1,4,2,4,7,8,9,7.3,1,0.7305
RESP_1323,30-44,High School,Education,Female,Intermediate,2,5,4,4,6,7,6,4.1,0,0.6282
RESP_1324,60+,Bachelor's,Healthcare,Non-Binary/Other,Advanced,-9,1,3,2,-9,8,7,3.8,0,0.7049
RESP_1325,45-59,Bachelor's,Healthcare,Female,Intermediate,2,2,3,4,5,5,5,5.5,0,1.2976
RESP_1326,30-44,Bachelor's,Tech/Engineering,Male,Intermediate,4,4,5,1,5,4,6,4.3,0,1.2801
RESP_1327,45-59,Bachelor's,Healthcare,Male,Novice,3,1,3,3,6,-9,8,3.8,0,1.1439
RESP_1328,30-44,Master's,Healthcare,Male,Intermediate,3,2,2,2,3,3,6,3.8,0,0.7884
RESP_1329,18-29,Bachelor's,Education,Female,Advanced,4,3,1,2,4,3,4,7.0,1,1.2651
RESP_1330,30-44,Bachelor's,Finance,Male,Intermediate,5,1,1,5,2,4,5,1.0,0,0.9672
RESP_1331,45-59,Bachelor's,Education,Female,Intermediate,3,5,1,3,6,6,7,7.8,1,1.0597
RESP_1332,18-29,Master's,Tech/Engineering,Male,Novice,2,4,1,2,6,7,4,4.9,0,1.4079
RESP_1333,18-29,Bachelor's,Other,Female,Novice,1,2,3,4,10,7,7,6.1,1,1.0121
RESP_1334,18-29,Bachelor's,Other,Female,Advanced,2,1,3,2,7,2,9,4.1,0,1.1637
RESP_1335,18-29,High School,Public Sector,Male,Intermediate,5,-9,5,2,5,7,7,4.0,0,1.4656
RESP_1336,60+,High School,Other,Female,Intermediate,1,4,3,2,6,8,7,7.8,1,1.0063
RESP_1337,45-59,Bachelor's,Education,Female,Novice,2,4,1,5,7,4,6,4.6,0,1.1047
RESP_1338,30-44,High School,Other,Female,Intermediate,2,1,4,2,6,8,4,4.4,0,1.126
RESP_1339,18-29,Bachelor's,Tech/Engineering,Female,Advanced,4,3,4,2,7,7,3,4.9,0,0.8166
RESP_1340,30-44,Master's,Healthcare,Male,Intermediate,5,2,2,5,7,2,3,1.3,0,1.2632
RESP_1341,30-44,High School,Healthcare,Male,Novice,4,1,2,3,5,10,6,1.6,0,1.254
RESP_1342,18-29,Bachelor's,Tech/Engineering,Female,Intermediate,1,2,3,1,5,-9,4,4.0,0,0.7922
RESP_1343,30-44,Bachelor's,Tech/Engineering,Female,Intermediate,4,4,4,5,5,7,5,3.9,0,0.612
RESP_1344,30-44,PhD,Finance,Female,Intermediate,5,2,1,5,4,7,6,2.8,0,1.499
RESP_1345,45-59,Bachelor's,Public Sector,Female,Advanced,3,3,1,2,4,2,4,6.1,1,1.1234
RESP_1346,45-59,Master's,Education,Male,Intermediate,3,5,1,2,-9,5,4,5.7,0,0.7629
RESP_1347,18-29,Bachelor's,Tech/Engineering,Male,Advanced,1,3,3,1,6,-9,6,5.5,0,0.8552
RESP_1348,30-44,High School,Public Sector,Female,Intermediate,3,2,3,2,6,2,5,2.0,0,1.156
RESP_1349,45-59,Bachelor's,Finance,Female,Novice,4,1,5,4,5,5,5,1.0,0,0.7239
RESP_1350,30-44,PhD,Healthcare,Female,Intermediate,1,4,1,2,7,7,3,8.9,1,0.6336
RESP_1351,60+,Bachelor's,Finance,Male,Novice,5,5,1,2,8,7,5,5.1,0,1.3186
RESP_1352,45-59,Master's,Healthcare,Non-Binary/Other,Advanced,1,1,3,4,7,4,9,7.2,1,1.2443
RESP_1353,18-29,Master's,Healthcare,Female,Intermediate,1,1,3,1,8,8,4,5.1,0,0.8786
RESP_1354,18-29,Bachelor's,Other,Female,Intermediate,2,3,5,4,5,8,3,5.2,0,0.6526
RESP_1355,45-59,Bachelor's,Healthcare,Male,Intermediate,2,2,5,5,6,6,7,4.3,0,1.0376
RESP_1356,18-29,Bachelor's,Education,Male,Novice,1,3,2,4,5,4,6,5.7,0,0.8486
RESP_1357,30-44,Bachelor's,Public Sector,Female,Intermediate,3,2,4,3,6,2,6,5.1,0,0.958
RESP_1358,60+,Master's,Finance,Female,Intermediate,2,3,1,5,9,6,3,5.8,0,0.8466
RESP_1359,30-44,PhD,Tech/Engineering,Female,Novice,5,1,1,2,7,8,3,2.9,0,0.7577
RESP_1360,30-44,Bachelor's,Tech/Engineering,Male,Intermediate,4,4,5,5,-9,5,2,3.2,0,0.9483
RESP_1361,45-59,Bachelor's,Tech/Engineering,Female,Novice,2,2,5,1,5,3,6,4.7,0,1.4684
RESP_1362,30-44,Master's,Finance,Female,Intermediate,1,5,2,1,4,7,7,8.6,1,0.8396
RESP_1363,30-44,Bachelor's,Education,Male,Intermediate,3,5,4,4,7,5,6,5.0,0,0.9024
RESP_1364,60+,Master's,Tech/Engineering,Female,Novice,4,1,2,5,6,6,9,3.5,0,0.8963
RESP_1365,30-44,Bachelor's,Other,Male,Advanced,2,3,4,2,7,4,4,4.8,0,1.0323
RESP_1366,60+,Bachelor's,Education,Female,Novice,3,3,1,1,6,4,5,1.1,0,1.3592
RESP_1367,60+,High School,Healthcare,Female,Novice,3,1,2,2,5,4,6,2.7,0,0.9619
RESP_1368,18-29,Bachelor's,Education,Male,Novice,-9,5,5,3,6,6,5,5.9,0,1.3255
RESP_1369,18-29,Bachelor's,Finance,Female,Intermediate,1,5,2,1,8,4,6,6.1,1,0.7035
RESP_1370,18-29,Bachelor's,Tech/Engineering,Non-Binary/Other,Intermediate,5,3,2,4,8,6,4,3.6,0,1.4054
RESP_1371,18-29,High School,Healthcare,Male,Intermediate,3,2,1,3,5,4,2,4.7,0,0.7668
RESP_1372,18-29,Master's,Public Sector,Female,Novice,4,4,5,5,6,6,2,4.9,0,0.6353
RESP_1373,45-59,Master's,Education,Male,Novice,2,2,5,2,9,7,6,7.3,1,0.7425
RESP_1374,18-29,Bachelor's,Education,Female,Intermediate,4,5,3,1,5,6,4,4.5,0,0.7717
RESP_1375,30-44,High School,Education,Male,Advanced,1,2,3,3,-9,7,3,3.0,0,1.0577
RESP_1376,45-59,High School,Tech/Engineering,Female,Advanced,1,4,3,3,8,4,4,5.6,0,1.0049
RESP_1377,18-29,Bachelor's,Tech/Engineering,Male,Novice,4,2,1,1,7,7,9,1.0,0,1.2443
RESP_1378,45-59,Bachelor's,Education,Female,Intermediate,5,2,2,5,-9,-9,3,5.0,0,0.6459
RESP_1379,30-44,Bachelor's,Healthcare,Female,Advanced,1,2,5,5,3,-9,7,6.2,1,1.0479
RESP_1380,18-29,Bachelor's,Tech/Engineering,Male,Intermediate,1,2,5,4,6,1,6,7.5,1,0.8992
RESP_1381,45-59,Bachelor's,Public Sector,Male,Advanced,4,-9,2,5,5,1,8,4.5,0,1.1676
RESP_1382,45-59,Bachelor's,Other,Female,Novice,1,5,5,4,3,1,5,5.7,0,0.6393
RESP_1383,60+,Bachelor's,Public Sector,Female,Advanced,5,4,2,3,5,6,2,2.9,0,0.6314
RESP_1384,45-59,PhD,Public Sector,Male,Intermediate,5,5,1,1,7,4,7,5.8,0,0.9845
RESP_1385,45-59,High School,Healthcare,Male,Advanced,5,1,1,5,6,5,5,3.1,0,1.3302
RESP_1386,30-44,Bachelor's,Other,Female,Intermediate,2,-9,1,4,9,5,8,5.0,0,1.204
RESP_1387,18-29,Bachelor's,Tech/Engineering,Female,Intermediate,5,1,2,3,2,6,7,1.0,0,0.615
RESP_1388,45-59,Bachelor's,Other,Female,Advanced,5,1,2,5,9,6,7,3.4,0,0.7606
RESP_1389,45-59,Master's,Other,Male,Novice,2,2,4,2,5,5,10,5.4,0,0.8041
RESP_1390,60+,Bachelor's,Finance,Female,Intermediate,3,5,5,3,5,5,6,5.6,0,0.9808
RESP_1391,30-44,PhD,Other,Female,Intermediate,1,3,5,5,3,5,8,6.7,1,1.128
RESP_1392,30-44,High School,Education,Male,Intermediate,5,4,4,3,7,8,4,1.4,0,0.7948
RESP_1393,45-59,High School,Healthcare,Female,Advanced,1,1,4,1,2,1,6,5.7,0,0.9443
RESP_1394,30-44,Master's,Education,Male,Novice,4,5,1,1,8,4,4,4.8,0,1.1255
RESP_1395,60+,Bachelor's,Education,Female,Intermediate,1,1,4,1,3,7,6,1.2,0,0.9451
RESP_1396,60+,Bachelor's,Tech/Engineering,Female,Intermediate,2,1,2,2,3,7,6,1.9,0,0.7289
RESP_1397,30-44,High School,Finance,Female,Novice,1,1,3,1,-9,6,1,3.8,0,1.0425
RESP_1398,45-59,High School,Other,Male,Intermediate,1,1,2,2,5,5,4,3.5,0,0.8916
RESP_1399,45-59,Master's,Tech/Engineering,Female,Novice,1,1,4,1,8,9,6,2.9,0,1.3778
RESP_1400,18-29,High School,Public Sector,Male,Intermediate,3,4,5,3,9,5,1,5.0,0,1.2981
RESP_1401,60+,Bachelor's,Other,Male,Advanced,3,5,2,5,5,5,5,6.2,1,0.7712
RESP_1402,30-44,Bachelor's,Other,Male,Intermediate,4,-9,5,5,6,8,7,3.1,0,0.7374
RESP_1403,45-59,Bachelor's,Other,Female,Intermediate,2,1,2,1,7,6,8,3.4,0,0.9129
RESP_1404,30-44,High School,Education,Female,Advanced,1,1,5,5,5,7,4,6.9,1,0.971
RESP_1405,60+,Bachelor's,Other,Female,Intermediate,1,1,2,1,7,7,8,6.4,1,1.4388
RESP_1406,30-44,High School,Public Sector,Female,Advanced,1,2,5,1,6,4,8,3.3,0,0.8715
RESP_1407,18-29,Master's,Tech/Engineering,Female,Intermediate,1,-9,3,4,5,9,1,6.6,1,1.3808
RESP_1408,60+,Bachelor's,Education,Male,Advanced,3,3,1,4,3,1,6,3.9,0,1.0548
RESP_1409,18-29,Bachelor's,Finance,Female,Novice,4,1,2,4,6,1,6,1.0,0,1.3971
RESP_1410,30-44,Master's,Healthcare,Female,Advanced,5,3,3,2,8,4,8,2.7,0,1.2318
RESP_1411,60+,Bachelor's,Finance,Female,Novice,2,4,1,4,4,4,6,4.3,0,1.2376
RESP_1412,60+,Bachelor's,Finance,Male,Intermediate,1,3,2,1,2,-9,8,4.6,0,1.0669
RESP_1413,30-44,Bachelor's,Tech/Engineering,Female,Intermediate,4,5,3,3,5,-9,4,6.7,1,1.3563
RESP_1414,45-59,Bachelor's,Education,Male,Intermediate,5,2,3,4,9,5,2,1.4,0,0.829
RESP_1415,30-44,Bachelor's,Public Sector,Female,Intermediate,4,2,3,4,8,5,4,1.0,0,1.4166
RESP_1416,30-44,PhD,Education,Male,Intermediate,3,1,4,3,5,9,9,4.5,0,1.1731
RESP_1417,30-44,Bachelor's,Tech/Engineering,Male,Intermediate,5,1,5,1,7,3,7,1.4,0,0.9948
RESP_1418,45-59,Bachelor's,Tech/Engineering,Female,Novice,4,-9,1,2,7,1,10,2.8,0,1.484
RESP_1419,45-59,Master's,Healthcare,Female,Novice,3,4,5,4,9,7,2,6.0,1,1.3758
RESP_1420,45-59,Bachelor's,Other,Female,Novice,4,5,5,3,3,3,7,6.2,1,1.2948
RESP_1421,45-59,High School,Healthcare,Female,Intermediate,4,1,5,1,4,5,7,1.5,0,0.8465
RESP_1422,18-29,Bachelor's,Finance,Male,Novice,5,1,3,5,2,4,5,1.1,0,1.4764
RESP_1423,30-44,PhD,Healthcare,Male,Intermediate,3,4,5,2,5,7,7,6.6,1,1.2687
RESP_1424,18-29,High School,Healthcare,Male,Intermediate,1,4,4,3,8,2,6,6.9,1,1.1447
RESP_1425,30-44,Bachelor's,Public Sector,Male,Novice,2,4,2,3,5,1,6,3.5,0,1.4296
RESP_1426,30-44,Bachelor's,Finance,Female,Intermediate,5,2,3,3,3,8,7,3.1,0,0.746
RESP_1427,60+,Bachelor's,Tech/Engineering,Female,Advanced,3,3,1,4,6,6,7,5.9,0,0.7251
RESP_1428,30-44,High School,Education,Male,Novice,4,3,2,5,7,7,5,1.4,0,1.1073
RESP_1429,18-29,Bachelor's,Tech/Engineering,Female,Intermediate,3,1,2,2,4,8,9,5.7,0,0.651
RESP_1430,18-29,Master's,Education,Male,Intermediate,2,2,2,1,5,3,5,3.6,0,1.1976
RESP_1431,45-59,Bachelor's,Finance,Female,Intermediate,2,4,5,1,6,5,9,6.5,1,0.8167
RESP_1432,45-59,Bachelor's,Tech/Engineering,Female,Intermediate,-9,1,5,5,7,6,3,1.9,0,0.7071
RESP_1433,18-29,Master's,Healthcare,Non-Binary/Other,Intermediate,1,2,3,3,5,5,3,6.6,1,0.9685
RESP_1434,18-29,PhD,Healthcare,Female,Intermediate,2,5,5,3,4,4,3,10.0,1,1.0194
RESP_1435,45-59,Bachelor's,Other,Non-Binary/Other,Novice,5,2,5,3,10,5,7,2.5,0,0.7534
RESP_1436,18-29,Bachelor's,Other,Non-Binary/Other,Intermediate,5,1,5,3,5,7,4,1.5,0,0.6374
RESP_1437,45-59,High School,Tech/Engineering,Male,Intermediate,4,3,3,3,6,4,8,4.5,0,0.9727
RESP_1438,45-59,PhD,Public Sector,Male,Novice,1,4,3,5,7,6,4,6.8,1,1.2836
RESP_1439,18-29,PhD,Healthcare,Male,Intermediate,4,5,4,4,2,6,6,7.6,1,1.3868
RESP_1440,18-29,Bachelor's,Healthcare,Male,Advanced,-9,2,4,2,6,3,7,4.9,0,0.6878
RESP_1441,60+,Master's,Public Sector,Female,Intermediate,2,1,4,3,3,6,3,2.9,0,1.0722
RESP_1442,30-44,Bachelor's,Other,Female,Intermediate,5,1,4,4,6,2,2,3.7,0,0.8371
RESP_1443,30-44,Bachelor's,Other,Male,Advanced,5,4,2,1,9,6,6,6.5,1,0.9372
RESP_1444,45-59,High School,Education,Female,Intermediate,2,1,2,5,4,7,5,2.2,0,1.4401
RESP_1445,60+,Master's,Healthcare,Female,Intermediate,4,1,4,4,3,7,6,4.2,0,0.9169
RESP_1446,60+,High School,Public Sector,Female,Intermediate,4,4,4,3,10,3,2,2.8,0,0.9288
RESP_1447,45-59,Master's,Healthcare,Male,Advanced,3,5,1,3,4,-9,5,8.5,1,0.7885
RESP_1448,30-44,Master's,Education,Male,Intermediate,1,3,2,3,3,6,5,6.8,1,1.464
RESP_1449,18-29,Master's,Healthcare,Female,Intermediate,4,3,1,4,9,4,1,6.6,1,1.0108
RESP_1450,45-59,High School,Finance,Male,Intermediate,2,2,1,3,4,1,7,4.4,0,1.1134
RESP_1451,30-44,Bachelor's,Healthcare,Male,Advanced,4,5,5,4,9,4,4,4.6,0,1.0079
RESP_1452,30-44,Bachelor's,Tech/Engineering,Male,Intermediate,5,2,3,3,7,6,8,3.6,0,0.8276
RESP_1453,60+,Bachelor's,Other,Male,Novice,1,3,2,1,9,7,4,4.7,0,1.3294
RESP_1454,18-29,High School,Tech/Engineering,Male,Advanced,3,4,4,1,6,9,4,5.3,0,0.6256
RESP_1455,30-44,PhD,Education,Female,Intermediate,1,1,4,2,8,5,3,5.9,0,1.2212
RESP_1456,18-29,Bachelor's,Healthcare,Male,Novice,5,3,3,3,4,6,8,1.7,0,1.1348
RESP_1457,30-44,Bachelor's,Tech/Engineering,Female,Intermediate,5,5,2,3,5,7,6,7.0,1,0.7299
RESP_1458,18-29,Bachelor's,Tech/Engineering,Male,Intermediate,5,3,4,4,2,1,8,4.2,0,0.7493
RESP_1459,18-29,Bachelor's,Tech/Engineering,Non-Binary/Other,Advanced,5,5,4,4,-9,3,5,4.4,0,1.1933
RESP_1460,18-29,Bachelor's,Public Sector,Female,Novice,2,5,5,3,7,5,5,5.2,0,0.8809
RESP_1461,45-59,Bachelor's,Healthcare,Female,Advanced,3,5,1,2,4,8,2,5.6,0,0.8392
RESP_1462,45-59,PhD,Other,Male,Intermediate,5,2,4,3,3,6,4,5.1,0,0.6532
RESP_1463,30-44,Bachelor's,Education,Female,Novice,5,4,2,4,7,6,6,3.1,0,1.2898
RESP_1464,60+,PhD,Education,Male,Advanced,4,3,3,3,9,4,6,5.2,0,1.3944
RESP_1465,30-44,Master's,Education,Female,Intermediate,3,4,5,4,6,6,9,8.0,1,1.3379
RESP_1466,30-44,Bachelor's,Education,Female,Novice,1,1,2,3,5,4,1,4.2,0,1.0194
RESP_1467,60+,PhD,Public Sector,Non-Binary/Other,Intermediate,-9,3,5,5,4,3,6,6.3,1,1.0806
RESP_1468,18-29,High School,Healthcare,Male,Advanced,3,4,1,4,8,3,5,6.1,1,0.818
RESP_1469,60+,Master's,Healthcare,Male,Intermediate,3,4,4,2,4,8,5,4.5,0,0.7556
RESP_1470,18-29,Bachelor's,Public Sector,Female,Novice,5,1,2,5,5,3,6,1.5,0,1.3407
RESP_1471,60+,Master's,Other,Male,Novice,5,5,3,3,8,4,5,4.2,0,1.3185
RESP_1472,18-29,Master's,Public Sector,Male,Novice,2,3,1,4,7,6,3,6.2,1,1.2996
RESP_1473,60+,Master's,Education,Male,Intermediate,1,3,1,5,5,3,3,7.5,1,1.017
RESP_1474,30-44,Master's,Public Sector,Male,Intermediate,4,1,5,2,5,5,5,2.9,0,1.3781
RESP_1475,60+,Bachelor's,Education,Male,Novice,3,5,1,4,9,5,2,5.2,0,1.4336
RESP_1476,18-29,High School,Education,Female,Novice,1,3,2,5,4,4,5,6.7,1,0.8955
RESP_1477,30-44,Bachelor's,Healthcare,Female,Intermediate,1,3,5,5,6,4,5,4.4,0,0.8022
RESP_1478,60+,High School,Education,Male,Advanced,2,3,1,5,3,3,1,5.1,0,1.0178
RESP_1479,30-44,Bachelor's,Tech/Engineering,Female,Intermediate,4,5,3,1,8,8,9,6.9,1,0.7614
RESP_1480,45-59,Bachelor's,Healthcare,Male,Advanced,3,1,2,3,5,6,5,5.8,0,1.3956
RESP_1481,45-59,PhD,Public Sector,Female,Intermediate,4,3,3,4,5,3,1,5.2,0,0.9042
RESP_1482,30-44,Bachelor's,Healthcare,Male,Novice,2,4,3,4,7,5,6,4.5,0,1.1186
RESP_1483,45-59,Master's,Tech/Engineering,Male,Advanced,5,5,5,4,-9,5,5,5.7,0,1.1352
RESP_1484,30-44,High School,Tech/Engineering,Female,Intermediate,1,-9,4,5,7,1,3,3.8,0,1.0635
RESP_1485,60+,Master's,Other,Female,Intermediate,3,1,5,3,5,8,6,6.1,1,0.7409
RESP_1486,18-29,PhD,Education,Female,Advanced,5,4,2,2,4,3,3,6.3,1,1.4919
RESP_1487,30-44,Bachelor's,Education,Male,Novice,2,3,2,4,4,10,6,5.1,0,0.7553
RESP_1488,60+,Bachelor's,Public Sector,Male,Novice,-9,2,5,3,5,7,4,3.6,0,1.2764
RESP_1489,60+,Master's,Public Sector,Female,Intermediate,1,1,4,3,5,3,3,6.9,1,1.3122
RESP_1490,30-44,High School,Healthcare,Male,Novice,3,5,5,1,4,4,5,4.4,0,0.7306
RESP_1491,45-59,Bachelor's,Finance,Female,Novice,5,2,2,4,7,-9,2,1.2,0,1.4398
RESP_1492,30-44,Bachelor's,Public Sector,Female,Novice,5,2,4,5,4,4,5,2.6,0,1.039
RESP_1493,18-29,High School,Finance,Male,Novice,1,4,2,3,1,8,7,3.3,0,1.166
RESP_1494,30-44,Bachelor's,Tech/Engineering,Female,Intermediate,4,1,4,3,10,4,8,4.1,0,1.178
RESP_1495,30-44,High School,Public Sector,Female,Novice,2,4,4,2,6,5,8,6.9,1,1.0545
RESP_1496,30-44,High School,Education,Female,Intermediate,4,4,5,1,10,7,8,4.5,0,0.7278
RESP_1497,18-29,High School,Healthcare,Female,Intermediate,4,3,5,3,4,6,4,2.3,0,1.2766
RESP_1498,60+,PhD,Education,Female,Intermediate,4,5,5,3,7,3,3,8.0,1,1.1236
